Species name,AphiaID,Unit,Observatory,Species importance to society,IUCN RedList Category,IUCN Criteria,IUCN Year Accessed,HELCOM RedList Category,AMBI ecological group,Environmental position
Cryptosula pallasiana,111343,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Lissoclinum perforatum,103585,MarBloR3,Roscoff,None,None,None,None,None,None,None
Octobranchus lingulatus,131571,MarBloR3,Roscoff,None,None,None,None,None, indifferent to disturbance,None
Dictyota dichotoma,145367,MarBloR3,Roscoff, FAO-ASFIS,None,None,None,None,None,None
Ciona roulii,236663,MBA1,Plymouth,None,None,None,None,None,None,None
Eupolymnia nebulosa,131489,MBA1,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Hymeniacidon perlevis,132663,MBA1A,Plymouth,None,None,None,None,None,None,None
Polysiphonia radiata,1356536,MBA1A,Plymouth,None,None,None,None,None,None,None
Ascidiella aspersa,103718,MBA1A,Plymouth, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Halichondria (Halichondria) panicea,165853,MBA1A,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Botryllus schlosseri,103862,MBA1A,Plymouth, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Pterothamnion plumula,144683,MBA1A,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Acartia (Acartiura) margalefi,346039,MBA1A,Plymouth,None,None,None,None,None,None,None
Aurelia aurita,135306,MBA1A,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Platynereis massiliensis,130418,MBA1A,Plymouth,None,None,None,None,None,None,None
Ophryotrocha puerilis,130031,MBA1A,Plymouth,None,None,None,None,None, second-order opportunistic,None
Botrylloides violaceus,148715,MBA1A,Plymouth,None,None,None,None,None,None,None
Psamathe fusca,152249,MBA1A,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Pycnococcus provasolii,376073,MBA1A,Plymouth,None,None,None,None,None,None,None
Perforatus perforatus,535477,MBA1A,Plymouth,None,None,None,None,None,None,None
Laomedea calceolifera,117380,MBA1A,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Bugulina fulva,834010,MBA1A,Plymouth,None,None,None,None,None,None,None
Tricellaria occidentalis,395061,MBA1A,Plymouth,None,None,None,None,None,None,None
Eupolymnia nebulosa,131489,MBA1A,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Obelia longissima,117389,MBA1A,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Bugula neritina,111158,MBA1A,Plymouth,None,None,None,None,None,None,None
Cutleria multifida,145297,MBA1A,Plymouth,None,None,None,None,None,None, epilithic; epiphytic; epizoic
Pelagella castanea,1663340,MBA1A,Plymouth,None,None,None,None,None,None,None
Eumida maia,564486,MBA1A,Plymouth,None,None,None,None,None,None,None
Octobranchus lingulatus,131571,MBA1A,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Syllidia armata,130198,MBA1A,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Nitophyllum punctatum,144770,MBA1A,Plymouth,None,None,None,None,None,None,None
Ascidiella scabra,103719,MBA1A,Plymouth, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Bougainvillia muscus,117328,MBA1A,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Electra pilosa,111355,MBA1A,Plymouth,None,None,None,None,None,None,None
Jassa slatteryi,102438,MBA1A,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Carradoriella denudata,1346675,MBA1A,Plymouth,None,None,None,None,None,None,None
Halichondria (Halichondria) panicea,165853,MBA1B,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Ophryotrocha puerilis,130031,MBA1B,Plymouth,None,None,None,None,None, second-order opportunistic,None
Botrylloides violaceus,148715,MBA1B,Plymouth,None,None,None,None,None,None,None
Monocorophium sextonae,148603,MBA1B,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Tanais dulongii,136546,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Carradoriella denudata,1346675,MBA1B,Plymouth,None,None,None,None,None,None,None
Schizoporella japonica,470388,MBA1B,Plymouth,None,None,None,None,None,None,None
Conopeum reticulum,111351,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Dasysiphonia japonica,836896,MBA1B,Plymouth,None,None,None,None,None,None,None
Aora gracilis,102012,MBA1B,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Laomedea calceolifera,117380,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Obelia dichotoma,117386,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Perforatus perforatus,535477,MBA1B,Plymouth,None,None,None,None,None,None,None
Leodice harassii,742170,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Obelia longissima,117389,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Pycnococcus provasolii,376073,MBA1B,Plymouth,None,None,None,None,None,None,None
Nitophyllum punctatum,144770,MBA1B,Plymouth,None,None,None,None,None,None,None
Pholoe inornata,130601,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Cutleria multifida,145297,MBA1B,Plymouth,None,None,None,None,None,None, epilithic; epiphytic; epizoic
Bugulina fulva,834010,MBA1B,Plymouth,None,None,None,None,None,None,None
Bugula neritina,111158,MBA1B,Plymouth,None,None,None,None,None,None,None
Jassa slatteryi,102438,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Monocorophium acherusicum,225814,MBA1B,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Platynereis massiliensis,130418,MBA1B,Plymouth,None,None,None,None,None,None,None
Ascidiella aspersa,103718,MBA1B,Plymouth, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Antedon bifida,124201,MBA1B,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Ciona roulii,236663,MBA1B,Plymouth,None,None,None,None,None,None,None
Cryptosula pallasiana,111343,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Tricellaria occidentalis,395061,MBA1B,Plymouth,None,None,None,None,None,None,None
Octobranchus lingulatus,131571,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Bugulina simplex,834016,MBA1B,Plymouth,None,None,None,None,None,None,None
Syllidia armata,130198,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Watersipora subtorquata,111592,MBA1B,Plymouth,None,None,None,None,None,None,None
Bougainvillia muscus,117328,MBA1B,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Aurelia aurita,135306,MBA1B,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Ctenodrilus serratus,129989,MBA1B,Plymouth,None,None,None,None,None,None,None
Electra pilosa,111355,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Phallusia ingeria,103723,MBA1B,Plymouth,None,None,None,None,None,None,None
Pinna nobilis,140780,MBA1B,Plymouth, FAO-ASFIS; Habitats Directive; IUCN Red List; MSFD indicators, Critically Endangered, A2be+4be,2019,None, very sensitive to disturbance,None
Hymeniacidon perlevis,132663,MBA1B,Plymouth,None,None,None,None,None,None,None
Bittium reticulatum,139054,MBA1B,Plymouth, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Protosuberites denhartogi,170782,MBA1B,Plymouth,None,None,None,None,None,None,None
Trichobranchus glacialis,131574,MBA1B,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Acinetospora crinita,145398,MBA1B,Plymouth,None,None,None,None,None,None,None
Suberites domuncula,134282,MBA1B,Plymouth,None,None,None,None,None,None,None
Botrylloides violaceus,148715,MBA1C,Plymouth,None,None,None,None,None,None,None
Cylindrotheca closterium,149004,MBA1C,Plymouth,None,None,None,None,None,None,None
Emplectonema gracile,122710,MBA1C,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Pterothamnion plumula,144683,MBA1C,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Pleurobranchus membranaceus,140820,MBA1C,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Bugula neritina,111158,MBA1C,Plymouth,None,None,None,None,None,None,None
Ascidiella aspersa,103718,MBA1C,Plymouth, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Eupolymnia nebulosa,131489,MBA1C,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Cutleria multifida,145297,MBA1C,Plymouth,None,None,None,None,None,None, epilithic; epiphytic; epizoic
Bugulina fulva,834010,MBA1C,Plymouth,None,None,None,None,None,None,None
Schizoporella japonica,470388,MBA1C,Plymouth,None,None,None,None,None,None,None
Leptosiphonia fibrillosa,1339221,MBA1C,Plymouth, FAO-ASFIS,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Halichondria (Halichondria) panicea,165853,MBA1C,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Plumularia setacea,117824,MBA1C,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Watersipora subtorquata,111592,MBA1C,Plymouth,None,None,None,None,None,None,None
Syllidia armata,130198,MBA1C,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Peringia ulvae,151628,MBA1C,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Nitzschia longissima,149150,MBA1C,Plymouth,None,None,None,None,None,None,None
Conopeum reticulum,111351,MBA1C,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Jassa herdmani,102432,MBA1C,Plymouth,None,None,None,None,None,None,None
Ophryotrocha puerilis,130031,MBA1C,Plymouth,None,None,None,None,None, second-order opportunistic,None
Carradoriella denudata,1346675,MBA1C,Plymouth,None,None,None,None,None,None,None
Dimorphilus gyrociliatus,1466579,MBA1C,Plymouth,None,None,None,None,None,None,None
Bougainvillia muscus,117328,MBA1C,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Hymeniacidon perlevis,132663,MBA1C,Plymouth,None,None,None,None,None,None,None
Nitophyllum punctatum,144770,MBA1C,Plymouth,None,None,None,None,None,None,None
Cryptosula pallasiana,111343,MBA1C,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Himanthalia elongata,145551,MBA1C,Plymouth, FAO-ASFIS,None,None,None,None,None, epilithic
Tricellaria occidentalis,395061,MBA1C,Plymouth,None,None,None,None,None,None,None
Electra pilosa,111355,MBA1C,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Platynereis massiliensis,130418,MBA1C,Plymouth,None,None,None,None,None,None,None
Ceramium secundatum,144562,MBA2,Plymouth,None,None,None,None,None,None, epiphytic
Tricolia pullus,141700,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Jassa herdmani,102432,MBA2,Plymouth,None,None,None,None,None,None,None
Stenothoe marina,103166,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Cryptopleura ramosa,144743,MBA2,Plymouth,None,None,None,None,None,None,None
Tetrastemma flavidum,122773,MBA2,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Halecium halecinum,231751,MBA2,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Mya truncata,140431,MBA2,Plymouth, FAO-ASFIS; HELCOM Red List,None,None,None, Near Threatened, indifferent to disturbance,None
Ampithoe rubricata,102002,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Phtisica marina,101864,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Emiliania huxleyi,115104,MBA2,Plymouth,None,None,None,None,None,None,None
Eualus cranchii,156083,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Odontosyllis gibba,131328,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Pycnococcus provasolii,376073,MBA2,Plymouth,None,None,None,None,None,None,None
Oerstedia striata,122823,MBA2,Plymouth,None,None,None,None,None,None,None
Clytia paulensis,117373,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Pterothamnion plumula,144683,MBA2,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Ericthonius punctatus,102408,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Janira maculosa,118732,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Micromonas pusilla,134564,MBA2,Plymouth,None,None,None,None,None,None,None
Doto coronata,139631,MBA2,Plymouth,None,None,None,None,None,None,None
Carassius langsdorfii,1021967,MBA2,Plymouth,None,None,None,None,None,None,None
Dasysiphonia japonica,836896,MBA2,Plymouth,None,None,None,None,None,None,None
Bougainvillia muscus,117328,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Cressa dubia,102119,MBA2,Plymouth,None,None,None,None,None,None,None
Pyropia haitanensis,626047,MBA2,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Pholoe inornata,130601,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Laonice cirrata,131128,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Platynereis massiliensis,130418,MBA2,Plymouth,None,None,None,None,None,None,None
Phallusia ingeria,103723,MBA2,Plymouth,None,None,None,None,None,None,None
Stylochoplana maculata,142861,MBA2,Plymouth,None,None,None,None,None,None,None
Bugulina fulva,834010,MBA2,Plymouth,None,None,None,None,None,None,None
Rubramoena amoena,890616,MBA2,Plymouth,None,None,None,None,None,None,None
Ophiothrix fragilis,125131,MBA2,Plymouth, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Skeletonema subsalsum,149075,MBA2,Plymouth,None,None,None,None,None,None,None
Obelia dichotoma,117386,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Doto millbayana,139647,MBA2,Plymouth,None,None,None,None,None,None,None
Amphipholis squamata,125064,MBA2,Plymouth, HELCOM Red List,None,None,None, Data Deficient, very sensitive to disturbance,None
Gaidropsarus vulgaris,126458,MBA2,Plymouth, FAO-ASFIS; IUCN Red List; MSFD indicators, Least Concern,None,2014,None,None,None
Harmothoe impar,130770,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Tubulanus annulatus,122626,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Antennella secundaria,117628,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Hiatella arctica,140103,MBA2,Plymouth, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Aurelia aurita,135306,MBA2,Plymouth, FAO-ASFIS,None,None,None,None,None,None
Protosuberites denhartogi,170782,MBA2,Plymouth,None,None,None,None,None,None,None
Amphinema dinema,117778,MBA2,Plymouth,None,None,None,None,None,None,None
Aora gracilis,102012,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Syllidia armata,130198,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Squamamoeba japonica,761218,MBA2,Plymouth,None,None,None,None,None,None,None
Hydroides norvegica,131009,MBA2,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Gitana sarsi,101977,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Ctenolabrus rupestris,126964,MBA2,Plymouth, FAO-ASFIS; IUCN Red List; MSFD indicators, Least Concern,None,2008,None,None,None
Polyneura bonnemaisonii,144777,MBA2,Plymouth,None,None,None,None,None,None,None
Eupolymnia nebulosa,131489,MBA2,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Ectopleura larynx,157933,MBA2,Plymouth, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Bonnemaisonia hamifera,144442,MBA2,Plymouth, MSFD indicators,None,None,None,None,None, epilithic; epiphytic; epizoic
Kirchenpaueria pinnata,117674,MBA2,Plymouth,None,None,None,None,None, very sensitive to disturbance,None
Myrianida quindecimdentata,238201,MBA2,Plymouth,None,None,None,None,None,None,None
Monocorophium sextonae,148603,MBA2,Plymouth,None,None,None,None,None, tolerant to disturbance,None
Pisidia longicornis,107188,MBA2,Plymouth, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Plumularia setacea,117824,MBA2,Plymouth,None,None,None,None,None, indifferent to disturbance,None
Diacarnus spinipoculum,168716,NR1,Eilat,None,None,None,None,None,None,None
Syllidia armata,130198,NR1,Eilat,None,None,None,None,None, indifferent to disturbance,None
Eualus gaimardii,107504,NR1,Eilat,None,None,None,None,None, very sensitive to disturbance,None
Hemimycale arabica,169133,NR1,Eilat,None,None,None,None,None,None,None
Apionsoma (Apionsoma) misakianum,266492,NR1,Eilat,None,None,None,None,None, indifferent to disturbance,None
Ostrea edulis,140658,NR1,Eilat, MSFD indicators; FAO-ASFIS; OSPAR List of Threatened and/or Declining Species and Habitats,None,None,None,None, very sensitive to disturbance,None
Eumida maia,564486,NR1,Eilat,None,None,None,None,None,None,None
Protosuberites ectyoninus,170784,NR1,Eilat,None,None,None,None,None,None,None
Pycnococcus provasolii,376073,NR1,Eilat,None,None,None,None,None,None,None
Chloroparvula japonica,1731787,NR1,Eilat,None,None,None,None,None,None,None
Pomatoschistus flavescens,1526389,NR1,Eilat, FAO-ASFIS; IUCN Red List, Least Concern,None,2014,None,None,None
Chloropicon sieburthii,1541871,NR1,Eilat,None,None,None,None,None,None,None
Ganonema farinosum,145749,NR1,Eilat,None,None,None,None,None,None,None
Balanus trigonus,106223,NR1,Eilat,None,None,None,None,None, indifferent to disturbance,None
Campanularia hincksii,117364,NR1,Eilat,None,None,None,None,None, indifferent to disturbance,None
Lissodendoryx (Lissodendoryx) flabellata,168958,NR1,Eilat,None,None,None,None,None,None,None
Pandeopsis ikarii,288354,NR1,Eilat,None,None,None,None,None,None,None
Eupolymnia nebulosa,131489,NR1,Eilat,None,None,None,None,None, tolerant to disturbance,None
Prasinoderma coloniale,375881,NR1,Eilat,None,None,None,None,None,None,None
Hymeniacidon gracilis,592533,NR1,Eilat,None,None,None,None,None,None,None
Eualus cranchii,156083,NR1,Eilat,None,None,None,None,None, very sensitive to disturbance,None
Calanus finmarchicus,104464,NR2,Eilat, FAO-ASFIS,None,None,None,None,None,None
Lebbeus polaris,107521,NR2,Eilat,None,None,None,None,None, very sensitive to disturbance,None
Gobius niger,126892,Red2,Limfjord, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Liocarcinus navigator,107392,Red2,Limfjord, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Ostrea edulis,140658,Red2,Limfjord, MSFD indicators; FAO-ASFIS; OSPAR List of Threatened and/or Declining Species and Habitats,None,None,None,None, very sensitive to disturbance,None
Polydora cornuta,131143,Red2,Limfjord,None,None,None,None,None, second-order opportunistic,None
Nicolea zostericola,131508,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Crepidula fornicata,138963,Red2,Limfjord, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Balanus balanus,106213,Red2,Limfjord, FAO-ASFIS,None,None,None,None,None,None
Haliclystus tenuis,287231,Red2,Limfjord,None,None,None,None,None,None,None
Microstomum rubromaculatum,142798,Red2,Limfjord,None,None,None,None,None,None,None
Callyspongia (Callyspongia) siphonella,166199,Red2,Limfjord,None,None,None,None,None,None,None
Pholoe inornata,130601,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Asterias rubens,123776,Red2,Limfjord, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Eudendrium capillare,117544,Red2,Limfjord,None,None,None,None,None,None,None
Phymatolithon lenormandii,145202,Red2,Limfjord, FAO-ASFIS,None,None,None,None,None,None
Psammechinus miliaris,124319,Red2,Limfjord, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Syllidia armata,130198,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Monocorophium insidiosum,148592,Red2,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Bittium reticulatum,139054,Red2,Limfjord, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Arenicola marina,129868,Red2,Limfjord, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Halichondria (Halichondria) panicea,165853,Red2,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Praunus inermis,120178,Red2,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Steromphala cineraria,1039839,Red2,Limfjord, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Obelia geniculata,117388,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Platynereis dumerilii,130417,Red2,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Ministeria vibrans,118061,Red2,Limfjord,None,None,None,None,None,None,None
Crassicorophium bonellii,237004,Red2,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Jassa marmorata,102433,Red2,Limfjord,None,None,None,None,None, first-order opportunistic,None
Ditylum brightwellii,149023,Red2,Limfjord,None,None,None,None,None,None,None
Apherusa bispinosa,102160,Red2,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Tubificoides brownae,137572,Red2,Limfjord,None,None,None,None,None, first-order opportunistic,None
Dimorphilus gyrociliatus,1466579,Red2,Limfjord,None,None,None,None,None,None,None
Diacarnus spinipoculum,168716,Red2,Limfjord,None,None,None,None,None,None,None
Eualus cranchii,156083,Red2,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Emiliania huxleyi,115104,Red2,Limfjord,None,None,None,None,None,None,None
Scoloplos armiger,130537,Red2,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Aurelia aurita,135306,Red2,Limfjord, FAO-ASFIS,None,None,None,None,None,None
Conopeum reticulum,111351,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Ascidiella aspersa,103718,Red2,Limfjord, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Dasysiphonia japonica,836896,Red2,Limfjord,None,None,None,None,None,None,None
Tergipes tergipes,141641,Red2,Limfjord,None,None,None,None,None,None,None
Plagiogramma acutum,1465547,Red2,Limfjord,None,None,None,None,None,None,None
Obelia longissima,117389,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Lepidonotus squamatus,130801,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Clytia hemisphaerica,117368,Red2,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Eulalia viridis,130639,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Microprotopus maculatus,102380,Red2,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Carcinus maenas,107381,Red2,Limfjord, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Ahnfeltia borealis,707829,Red2,Limfjord,None,None,None,None,None,None,None
Amphibalanus improvisus,421139,Red2,Limfjord, MSFD indicators,None,None,None,None,None,None
Navicula ramosissima,149643,Red2,Limfjord,None,None,None,None,None,None,None
Fibrocapsa japonica,233761,Red2,Limfjord,None,None,None,None,None,None,None
Amphiascopsis cinctus,115906,Red2,Limfjord,None,None,None,None,None,None,None
Skeletonema dohrnii,489112,Red2,Limfjord,None,None,None,None,None,None,None
Caprella mutica,146768,Red2,Limfjord,None,None,None,None,None,None,None
Dodecaceria concharum,129967,Red2,Limfjord,None,None,None,None,None, second-order opportunistic,None
Streblospio benedicti,131191,Red2,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Fredericqia deveauniensis,743671,Red2,Limfjord,None,None,None,None,None,None,None
Obelia dichotoma,117386,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Psamathe fusca,152249,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Halisarca dujardinii,132736,Red2,Limfjord,None,None,None,None,None,None,None
Jorunna tomentosa,140166,Red2,Limfjord,None,None,None,None,None,None,None
Skeletonema japonicum,376666,Red2,Limfjord,None,None,None,None,None,None,None
Arenicola defodiens,129867,Red2,Limfjord, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Gitana sarsi,101977,Red2,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Celleporella hyalina,111397,S1,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Myrianida prolifera,238200,S1,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Asterias rubens,123776,S1,Svalbard, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Obelia geniculata,117388,S1,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Eupolymnia nebulosa,131489,S1,Svalbard,None,None,None,None,None, tolerant to disturbance,None
Skeletonema dohrnii,489112,S1,Svalbard,None,None,None,None,None,None,None
Corallina officinalis,145108,S1,Svalbard,None,None,None,None,None,None, epilithic; epizoic; epiphytic
Nerilla antennata,130437,S1,Svalbard,None,None,None,None,None,None,None
Nicolea zostericola,131508,S1,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Pomatoschistus flavescens,1526389,S1,Svalbard, FAO-ASFIS; IUCN Red List, Least Concern,None,2014,None,None,None
Halichondria (Halichondria) panicea,165853,S1,Svalbard,None,None,None,None,None, very sensitive to disturbance,None
Eualus cranchii,156083,S1,Svalbard,None,None,None,None,None, very sensitive to disturbance,None
Halidrys siliquosa,145540,S1,Svalbard, FAO-ASFIS,None,None,None,None,None, epilithic
Obelia longissima,117389,S1,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Petalonia fascia,145863,S1,Svalbard, FAO-ASFIS,None,None,None,None,None,None
Dynamena pumila,117888,S1,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Oscarella tuberculata,169724,S1,Svalbard,None,None,None,None,None,None,None
Juxtacribrilina mutabilis,1059484,S1,Svalbard,None,None,None,None,None,None,None
Carcinus maenas,107381,S1,Svalbard, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Gobius niger,126892,S2,Svalbard, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Psamathe fusca,152249,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Eubranchus exiguus,139765,S2,Svalbard,None,None,None,None,None,None,None
Cylindrotheca closterium,149004,S2,Svalbard,None,None,None,None,None,None,None
Amphitrite cirrata,131474,S2,Svalbard,None,None,None,None,None, very sensitive to disturbance,None
Enhydrosoma curticauda,115778,S2,Svalbard,None,None,None,None,None,None,None
Semibalanus balanoides,106210,S2,Svalbard, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Berkeleya fennica,621564,S2,Svalbard,None,None,None,None,None,None,None
Strongylocentrotus pallidus,124324,S2,Svalbard,None,None,None,None,None, very sensitive to disturbance,None
Henricia aucklandiae,291574,S2,Svalbard,None,None,None,None,None,None,None
Campanularia hincksii,117364,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Pomatoschistus flavescens,1526389,S2,Svalbard, FAO-ASFIS; IUCN Red List, Least Concern,None,2014,None,None,None
Pseudocalanus minutus,104517,S2,Svalbard, FAO-ASFIS,None,None,None,None,None,None
Myoxocephalus scorpius,127203,S2,Svalbard, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Obelia longissima,117389,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Eualus gaimardii,107504,S2,Svalbard,None,None,None,None,None, very sensitive to disturbance,None
Lebbeus polaris,107521,S2,Svalbard,None,None,None,None,None, very sensitive to disturbance,None
Nannochloropsis limnetica,613134,S2,Svalbard,None,None,None,None,None,None,None
Rhachotropis inflata,102234,S2,Svalbard,None,None,None,None,None,None,None
Pylaiella littoralis,157188,S2,Svalbard,None,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Balanus balanus,106213,S2,Svalbard, FAO-ASFIS,None,None,None,None,None,None
Pisidia longicornis,107188,S2,Svalbard, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Ischyrocerus anguipes,102412,S2,Svalbard,None,None,None,None,None, indifferent to disturbance,None
Leptophytum foecundum,145134,S2,Svalbard,None,None,None,None,None,None, epilithic
Scalibregma inflatum,130980,S2,Svalbard,None,None,None,None,None, tolerant to disturbance,None
Alitta virens,234851,S2,Svalbard,None,None,None,None,None, tolerant to disturbance,None
Balanus rostratus,254482,S2,Svalbard,None,None,None,None,None,None,None
